FACID,FACNAME,CONTACT_PHONE_NUMBER,LATITUDE,LONGITUDE
40001079,DAVIDSON ADULT HOME/SUN VALLEY COURT,(209) 725-1956,37.330544,-120.469906
40001101,GENERAL MEDICINE CLINIC,(209) 725-7525,37.292099,-120.474168
40001102,KIDS CARE,(209) 385-7060,37.29214,-120.474148
40001106,ALLEN-COX FAMILY HOME IV,(559) 433-8976,36.791422,-119.881383
40001114,"THUMMANOND, PATRICIA",(559) 432-0524,36.82413,-119.77237
40001120,SIERRA HOUSE,(559) 432-5967,36.830761,-119.767804
40001124,"VIRENDER S. KALEKA, M.D.",(559) 891-9100,36.56968,-119.613035
40001125,ADVANCED SURGERY CENTER,(559) 448-9900,36.822374,-119.781378
40001126,ADVENTIST HEALTH COMMUNITY CARE - REEDLEY CHILDREN'S HEALTH,(559) 638-8867,36.60895,-119.450899
40001140,MARIPOSA FAMILY MEDICINE ASSOCIATES,(209) 966-3672,37.497424,-119.982413
40001150,HOLLYWOOD HOME,(559) 638-6640,36.610508,-119.452077
40001156,ADVENTIST HEALTH COMMUNITY CARE - CORCORAN,(559) 585-3444,36.099752,-119.562914
40001162,PROVIDENT HEALTH CARE - 619,(559) 658-2444,37.363389,-119.731878
40001187,NOVACARE OUTPATIENT REHABILITATION,(559) 221-7390,36.808252,-119.816294
40001196,SWIFT HOUSE,(559) 438-7743,36.795901,-119.793211
40001203,ALLEN-SPEES FAMILY HOME II,(559) 432-7151,36.829938,-119.794624
40001233,FRESNO ENDOSCOPY CENTER,(559) 438-9400,36.8451,-119.783941
40001235,"REED, LEWIS",(559) 432-0524,36.82413,-119.77237
40001240,"UROLOGY ASSOCIATES OF CENTRAL CALIFORNIA, INC.",(559) 321-2800,36.83837,-119.742267
40001243,NOVACARE OUTPATIENT REHABILITATION,(559) 891-1688,36.583166,-119.6107
40001248,NOVACARE OUTPATIENT REHABILITATION,(209) 725-8680,37.319084,-120.49005
40001253,VALLEY FAMILY HEALTH CTR/MATERNAL & CHILD CARE CTR,(559) 584-7200,36.33837,-119.64772
40001254,VALLEY FAMILY HEALTH CTR/MATERNAL & CHILD CARE CTR,(559) 584-7200,36.338416,-119.64772
40001293,"BAUTISTA RURAL MEDICAL CLINICS, INC.",(559) 875-3428,36.706811,-119.573555
40001296,CHOWCHILLA FAMILY CLINIC,(559) 665-0275,37.121278,-120.263386
40001297,WESTSIDE MEDICAL GROUP,(559) 659-9000,36.858774,-120.456269
40001304,COMPREHENSIVE PAIN MANAGEMENT CENTER,(559) 447-4898,36.839978,-119.759478
40001308,HANFORD SURGERY CENTER,(559) 584-6499,36.32736,-119.665586
40001316,GOLDEN VALLEY HEALTH CENTER,(209) 383-1843,37.326732,-120.469715
40001390,ADVENTIST HEALTH COMMUNITY CARE - FOWLER,(559) 834-1614,36.629977,-119.678272
40001317,ALLEN-SPEES FAMILY HOME III,(559) 432-3664,36.830152,-119.796684
40001320,"NORTH POINT SURGERY CENTER, INC.",(559) 440-9640,36.837376,-119.814832
40001328,SELMA RURAL HEALTH CLINIC,(559) 891-9100,36.56968,-119.613035
40001329,"FRESNO CA ENDOSCOPY ASC, LP",(559) 448-8356,36.838751,-119.781374
40001330,SAN JOAQUIN PRIME CARE MEDICAL CORP.,(559) 638-0400,36.604182,-119.440629
40001335,PAUL HOUSE,(559) 322-9305,36.832612,-119.760091
40001352,"SHYAM BHASKAR, M.D., INC.",(559) 992-2337,36.099539,-119.563546
40001354,SUMMIT SURGICAL,(559) 449-2888,36.837563,-119.758499
40001359,COMMUNITY DIALYSIS CENTER - FRESNO,(559) 459-2579,36.746577,-119.781536
40001360,"CAMPUS FAMILY HEALTH MEDICAL CENTER, INC.",(559) 584-2721,36.327154,-119.663335
40001363,ALLEN-FLORER FAMILY HOME - NINTH,(559) 435-7784,36.824412,-119.758172
40001364,HANFORD NURSING AND REHABILITATION CENTER,(559) 582-2871,36.327997,-119.660191
40001368,ADVENTIST HEALTH COMMUNITY CARE - REEDLEY CYPRESS,(559) 638-8155,36.607828,-119.451336
40001369,REGIONAL HAND CENTER OF CENTRAL CALIFORNIA,(559) 322-6600,36.838309,-119.743737
40001370,UNIVERSITY SURGERY CENTER,(209) 580-3400,37.332102,-120.451902
40001378,ALLEN-FLORER FAMILY HOME - WHEELER,(559) 271-5484,36.82052,-119.889625
40001379,ADVENTIST HEALTH COMMUNITY CARE - CARUTHERS,(559) 864-3212,36.540403,-119.835516
40001387,"GASTROENTEROLOGY & LIVER DISEASE MEDICAL CTR, INC",(559) 449-0309,36.841497,-119.782909
50001302,SANTA YNEZ TRIBAL HEALTH CLINIC,(805) 688-7070,34.606028,-120.093653
40001392,ADVENTIST HEALTH COMMUNITY CARE - COALINGA,(559) 935-4282,36.138558,-120.358238
40001397,FRESNO HEART AND SURGICAL HOSPITAL,(559) 433-8000,36.860929,-119.789223
40001403,ADVENTIST HEALTH COMMUNITY CARE - KERMAN,(559) 846-9370,36.720175,-120.06021
40001404,GOLDEN VALLEY HEALTH CENTER,(209) 826-1094,37.06268,-120.861716
40001405,ADVENTIST HEALTH COMMUNITY CARE - LEMOORE,(559) 924-7711,36.3007,-119.769533
40001407,INTERVENTIONAL PAIN CENTER OF MERCED,(209) 724-0316,37.332102,-120.451902
40001408,OUR HOUSE WESTBERRY,(559) 673-1566,36.956097,-120.093253
40001411,HORISONS UNLIMITED HEALTH CARE - LOS BANOS,(209) 854-3854,37.254053,-120.998828
40001413,"CAL FAMILY HEALTH, INC.",(559) 638-8187,36.608806,-119.450898
40001414,ADVENTIST HEALTH COMMUNITY CARE - SELMA CENTRAL,(559) 891-3115,36.570427,-119.613858
40001418,CHARLIE MITCHELL RURAL HEALTH CLINIC,(559) 353-6430,36.886267,-119.801224
40001420,JOHN C. FREMONT HEALTHCARE DISTRICT - RHC II,(209) 966-3631,37.500002,-119.976681
40001421,ADVENTIST HEALTH COMMUNITY CARE - HURON,(559) 945-9090,36.2004,-120.101791
50000002,SHORELINE CARE CENTER,(805) 488-3696,34.152854,-119.186186
50000004,MISSION TERRACE CONVALESCENT HOSPITAL,(805) 682-7443,34.427719,-119.727178
50000009,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",(805) 489-4261,35.114171,-120.591532
50000014,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,(805) 652-5011,34.275185,-119.258846
50000017,GOLETA VALLEY COTTAGE HOSPITAL,(805) 967-3411,34.434186,-119.809302
50001424,ATASCADERO FAMILY CARE CENTER,(805)461-6095,35.492388,-120.663876
50000018,LOMPOC VALLEY MEDICAL CENTER,(805) 737-3300,34.639225,-120.439689
50000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,(805) 497-2727,34.207241,-118.883477
50000021,MARIAN REGIONAL MEDICAL CENTER,(805) 739-3100,34.952139,-120.414053
50000035,ST JOHNS REGIONAL MEDICAL CENTER,(805) 988-2701,34.217908,-119.156102
50000043,PROVIDENCE OJAI,(805) 646-8124,34.452817,-119.242953
50000047,COUNTRY OAKS CARE CENTER,(805) 922-6657,34.954226,-120.423338
50000050,GLENWOOD CARE CENTER,(805) 983-0305,34.21457,-119.180877
50000053,SANTA MARIA CARE CENTER,(805) 925-8877,34.949511,-120.445675
50000054,LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF,(805) 736-3466,34.64133,-120.445146
50000056,MAYWOOD ACRES HEALTHCARE,(805) 487-7840,34.175546,-119.181243
50000058,OXNARD MANOR HEALTHCARE CENTER,(805) 983-0324,34.219139,-119.193308
50000067,THOUSAND OAKS HEALTHCARE CENTER,(805) 492-2444,34.218556,-118.877262
50000070,SIMI VALLEY CARE CENTER,(805) 522-9155,34.271651,-118.689598
50000074,VILLA MARIA HEALTHCARE CENTER,(805) 922-3558,34.936657,-120.430514
50000077,CARING CONCERN RESIDENTIAL HOMES INC - SAN MATEO,(805) 647-1854,34.288039,-119.189126
50000079,MILTON HOUSE,(805) 967-7777,34.453605,-119.813693
50000081,BEACHCOMBER HOME ICF/DD-N,(805) 581-9302,34.274836,-118.734646
50000095,VISITING NURSE AND HOSPICE CARE OF SANTA BARBARA,(805) 965-5555,34.421332,-119.688296
50000140,MARIAN REGIONAL MEDICAL CENTER DP/SNF,(805) 925-7747,34.950921,-120.410587
50000170,"CAMARILLO SURGICAL CENTER ASSOCIATES, INC.",(805) 484-4226,34.242516,-119.022749
50000173,LYNN EYE SURGERY CENTER,(805) 370-3137,34.21004,-118.884852
50000176,SPENCER EYE SURGERY AND LASER CENTER,(805) 987-2943,34.242561,-119.022757
50000177,WESTLAKE EYE SURGERY CENTER,(805) 496-6789,34.152123,-118.822891
50000179,SANI EYE SURGERY CENTER,(805) 434-2533,35.554347,-120.722198
50000192,VENTURA COUNTY MEDICAL CENTER INPATIENT D/P APH,(805) 652-6100,34.277601,-119.254037
50000280,SANTA BARBARA COTTAGE HOSPITAL,(805) 682-7111,34.429434,-119.723175
50000283,HEALTHSOUTH SURGERY CENTER,(805) 544-7874,35.276823,-120.649933
50000442,CORNERSTONE HOUSE OF SANTA BARBARA,(805) 684-5840,34.403051,-119.510459
50000452,CORAL HOME ICF/DD-N,(805) 527-4370,34.273936,-118.722461
50000455,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,(805) 955-6000,34.289887,-118.745611
50000468,UCP/SCF HILLCREST ICF/DD-N,(805) 494-1141,34.201562,-118.825499
50000469,UCP/SCF BEL AIR ICF/DD-H,(805) 371-0080,34.202316,-118.826097
50000488,CROSS SPEECH REHABILITATION AGENCY,(805) 733-4542,34.70403,-120.464772
50000490,PACIFIC THERAPY SERVICES INC,(805) 643-4093,34.275488,-119.257204
50000502,ASPEN SURGERY CENTER,(805) 955-6200,34.284894,-118.743714
50000516,DIGNITY HEALTH HOME HEALTH,(805) 739-3831,34.952147,-120.424763
50000549,BUENA VISTA CARE CENTER,(805) 964-4871,34.436189,-119.808841
50000554,SURFRIDER HOME ICF/DD-H,(805) 583-5160,34.274142,-118.754798
50000562,NORTH COUNTY SURGERY CENTER,(805) 434-0781,35.554373,-120.719092
50000593,DE LA VINA SURGICENTER,(805) 682-5065,34.432203,-119.721345
50000604,MOONSTONE HOME ICF/DD-N,(805) 527-1663,34.274033,-118.751745
50000610,PELICAN HOME,(805) 983-7601,34.216046,-119.190258
50000611,SANDPIPER HOME,(805) 983-7056,34.217245,-119.196938
50000612,SEASHORE HOME,(805) 983-3845,34.2271466,-119.1938817
50000616,LOS ROBLES SURGICENTER,(805) 497-3737,34.207761,-118.885338
50000618,T SURGERY CENTER,(805) 641-6434,34.276842,-119.24814
50000629,MITCHELL HOME,(805) 646-2411,34.460944,-119.183364
50000632,COUNTY HEALTH CLINIC LOMPOC,(805) 737-6400,34.643076,-120.47054
50000633,COUNTY HEALTH CLINIC SANTA MARIA,(805) 681-5217,34.92287,-120.428701
50000642,CARING CONCERN RESIDENTIAL HOMES INC - NEATH,(805) 647-5385,34.265881,-119.17225
50000647,ASSISTED HEALTHCARE SERVICES,(805) 569-2000,34.424584,-119.682915
50000648,MORRO BAY HOUSE,(805) 772-5131,35.3619,-120.843396
50000649,ATASCADERO HOUSE,(805) 461-3401,35.475144,-120.65962
50000655,OUR LADY OF FATIMA CHILDRENS HOME,(805) 487-7953,34.157166,-119.187035
50000658,CHANNEL ISLANDS SURGICENTER,(805) 485-1908,34.216869,-119.145968
50000667,SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,(805) 681-5244,34.444854,-119.7794
50000678,LA PALOMA GROUP HOME,(805) 737-4328,34.641676,-120.45405
50000688,WAVECREST HOME ICF/DD-H,(805) 520-3441,34.288557,-118.697536
50000704,COUNTY HEALTH CLINIC SANTA BARBARA,(805) 681-4200,34.444854,-119.7794
50000708,MITCHELL HOME - EUCALYPTUS,(805) 640-8819,34.451409,-119.249296
50000711,SANSUM CLINIC,(805) 682-2621,34.429905,-119.722592
50000720,ORCUTT HOUSE,(805) 938-5344,34.883474,-120.424478
50000722,SCHOOL STREET HOUSE,(805) 925-5182,34.963123,-120.430254
50000836,SUNSET COMMUNITY HOME,(805) 489-8013,35.118468,-120.59676
50000871,MAGNOLIA COMMUNITY HOME,(805) 489-2873,35.107102,-120.594956
50000898,JESSICA HOUSE,(805) 967-7777,34.435416,-119.879623
50000919,PETIT COMMUNITY HOME,(805) 659-3683,34.279654,-119.179279
50000929,JOANNE COMMUNITY HOME,(805) 981-4755,34.217609,-119.197772
50000931,TAYLOR COMMUNITY HOME,(805) 481-3864,35.117945,-120.588835
50000937,GEORGE ERB PHYSICAL THERAPY,(805) 484-2026,34.217474,-119.018746
50000990,POTOMAC COMMUNITY HOME,(805) 671-9520,34.263749,-119.172083
110001241,LUCERNE COMMUNITY CLINIC,(707) 274-9299,39.086237,-122.792309
50001028,MARIAN COMMUNITY CLINICS SANTA MARIA,(805) 739-3890,34.963283,-120.436805
50001041,HORIZON HOUSE I,(805) 659-5412,34.257784,-119.187938
50001064,ENDOSCOPY CENTER OF THE CENTRAL COAST THE,(805) 541-1021,35.293018,-120.665053
50001072,PEARL HOME,(805) 659-1218,34.220544,-119.198613
50001088,THOUSAND OAKS ENDOSCOPY CENTER,(805) 371-0455,34.205972,-118.884231
50001098,JADE HOME,(805) 983-4785,34.217462,-119.186204
50001103,HORIZON HOUSE II,(805) 647-3951,34.259304,-119.188749
50001130,CLINICAS DEL CAMINO REAL INC MARAVILLA,(805) 488-0210,34.151166,-119.182243
50001147,HALCYON LASER & SURGERY CENTER INC,(805) 489-8254,35.114605,-120.591517
50001152,SAN LUIS OBISPO HOUSE,(805) 543-3120,35.294152,-120.654577
50001158,OUR LADY OF GUADALUPE HOME,(805) 240-9450,34.162772,-119.194451
50001180,STARFISH HOME,(805) 659-1218,34.27195,-119.173367
50001201,COMMUNITY HEALTH CENTERS PASO,(805) 238-7250,35.618495,-120.690615
50001225,CARING CONCERN RESIDENTIAL HOMES INC - KOALA HOME,(805) 671-5048,34.257883,-119.192028
50001228,OAK VIEW FAMILY PRACTICE,(805) 649-3750,34.396466,-119.299719
50001260,RURAL HAVEN HOME ICF/DD-H,(805) 524-4003,34.401905,-118.911602
50001266,PACIFIC THERAPY SERVICES,(805) 640-7834,34.423057,-119.289516
50001293,SANTA BARBARA COTTAGE HOSPITAL - D/P APH,(805) 682-7111,34.429434,-119.723175
50001308,MITCHELL HOME - L STREET,(805) 486-7572,34.191207,-119.193346
50001333,WINTER HAVEN HOME ICF/DD-H,(805) 524-3040,34.40395,-118.914384
50001337,SANTA MARIA AMBULATORY SURGERY & LASER CENTER INC,(805) 739-1783,34.953979,-120.431401
50001338,GALILEO SURGERY CENTER,(805) 782-8222,35.294038,-120.667166
50001343,"PIKE, THE",(805) 473-4677,35.106423,-120.594224
50001345,CHUPARROSA STREET HOME,(805) 541-5439,35.244913,-120.676394
50001347,PEREIRA DRIVE HOME,(805) 783-0659,35.256613,-120.689055
50001348,BRIGHTON AVENUE HOME,(805) 591-0792,35.123418,-120.609593
50001365,MARIAN COMMUNITY CLINICS GUADALUPE,(805) 343-2004,34.957611,-120.578197
50001372,PREMIER SURGERY CENTER OF SANTA  BARBARA,(805) 898-1111,34.430077,-119.725239
50001386,SUMMIT SURGERY CENTER,(805) 898-2797,34.43072,-119.721705
50001394,SPINE AND PAIN TREATMENT MEDICAL CENTER,(805) 928-1115,34.924852,-120.437321
50001400,CYPRESS AMBULATORY SURGERY CENTER,(805) 361-5088,34.9511,-120.416357
50001405,SAXON SURGICAL CENTER INC,(805) 241-0151,34.217912,-118.869298
50001406,CALIFORNIA MINIMALLY INVASIVE SURGICAL CENTER INC,(805) 375-7900,34.183426,-118.904143
50001407,SANTA BARBARA SURGERY CENTER LP,(805) 569-3226,34.439746,-119.729337
50001411,CONEJO SURGICAL CENTER,(805) 497-3690,34.173242,-118.877278
50001416,LOMPOC SKILLED NURSING & REHABILITATION CENTER,(805) 735-4010,34.653491,-120.473527
50001425,ARC PHYSICAL OCCUPATIONAL HAND AND SPEECH THERAPY,(805) 434-4885,35.554369,-120.717984
50001427,CENTRAL COAST FACIAL SURGERY CENTER,(805) 434-5960,35.552998,-120.721389
50001431,OAK PARK SURGERY CENTER,(805) 474-6383,35.133115,-120.605571
50001432,PLAZA SURGERY CENTER,(805) 739-3809,34.937368,-120.429066
50001439,SANTA MARIA DIGESTIVE DIAGNOSTIC CENTER,(805) 349-2945,34.937971,-120.431637
50001446,SANTA BARBARA ENDOSCOPY CENTER LLC,(805) 966-1600,34.425399,-119.709083
50001449,POSADA AMBULATORY SURGERY CENTER,(805) 591-3344,35.552693,-120.721458
50001450,VENTURA SURGERY CENTER INC,(805) 654-8115,34.25833,-119.210822
50001451,PACIFIC SURGERY CENTER OF VENTURA,(805) 644-9001,34.273753,-119.243459
50001452,TEMPLETON ENDOSCOPY CENTER,(805) 434-2353,35.554403,-120.722558
50001455,VENTURA ENDOSCOPY CENTER LLC,(805) 650-5500,34.260823,-119.212419
50001456,COAST AMBULATORY SURGERY CENTER,(805) 434-2009,35.554373,-120.718601
50001460,COMMUNITY HEALTH CENTERS ATASCADERO,(805) 792-1400,35.477105,-120.66754
50001461,COASTAL SURGICAL INSTITUTE,(805) 473-9850,35.135533,-120.604835
50001471,CMH CENTER FOR FAMILY HEALTH FILLMORE,(805) 524-2672,34.39562,-118.922089
50001472,CMH CENTER FOR FAMILY HEALTH SANTA PAULA,(805) 652-5490,34.34727,-119.068768
50001475,ST THOMAS AQUINAS HOME,(805) 488-0842,34.165632,-119.168465
60000002,AHMC ANAHEIM REGIONAL MEDICAL CENTER,(714) 774-1450,33.847967,-117.932166
140001215,EASTMONT WELLNESS,(510) 535-7480,37.769381,-122.174581
60000006,CHAPMAN GLOBAL MEDICAL CENTER,(714) 633-0011,33.788523,-117.827
60000007,CHILDREN'S HOSPITAL OF ORANGE COUNTY,(714) 997-3000,33.780361,-117.865184
60000016,WEST ANAHEIM MEDICAL CENTER,(714) 827-3000,33.824761,-117.995529
60000020,COUNTRY VILLA PLAZA CONVALESCENT CENTER,(714) 546-1966,33.709838,-117.884197
60000021,SOUTH COAST GLOBAL MEDICAL CENTER,(714)754-5454,33.71071,-117.885374
60000026,SEAL BEACH HEALTH AND REHABILITATION CENTER,(562) 598-2477,33.773094,-118.077607
60000027,LAC/HARBOR UCLA MEDICAL CENTER,(310)222-2345,33.831559,-118.294558
60000028,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,(562) 401-7111,33.927162,-118.157934
60000029,ST. ELIZABETH HEALTHCARE CENTER,(714) 871-9202,33.903488,-117.929443
60000031,ANAHEIM CREST NURSING CENTER,(714) 827-2440,33.824746,-117.996976
60000039,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,(714) 826-8950,33.817297,-118.008985
60000040,LAC+USC MEDICAL CENTER,(310) 943-5400,34.0577573,-118.2103504
60000041,THE PAVILION AT SUNNY HILLS,(714) 992-5701,33.897227,-117.929073
60000046,GORDON LANE CARE CENTER,(714) 879-7301,33.874196,-117.897715
60000047,COVENTRY COURT HEALTH CENTER,(714) 636-2800,33.797458,-117.941238
60000048,LEISURE COURT NURSING CENTER,(714) 772-1353,33.848604,-117.930937
60000050,LA PALMA NURSING CENTER,(714) 772-7480,33.847122,-117.93271
60000051,ADVANCED REHAB CENTER OF TUSTIN,(714) 547-7091,33.745559,-117.83555
60000052,"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC",(714) 633-3568,33.780338,-117.862271
60000062,PLACENTIA LINDA HOSPITAL,(714) 993-2000,33.886757,-117.842063
60000067,ST. JOSEPH HOSPITAL,(714) 633-9111,33.782315,-117.864857
60000068,ST. JUDE MEDICAL CENTER,(714) 992-3000,33.895536,-117.927984
60000071,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,(714) 456-6011,33.786192,-117.888881
60000073,ORANGE COUNTY GLOBAL MEDICAL CENTER,(714) 835-3555,33.75368,-117.834175
60000074,ANAHEIM GLOBAL MEDICAL CENTER,(714) 533-6220,33.820553,-117.909071
60000075,"ENRICHING, INC.",(714) 962-4628,33.68808,-117.962572
60000076,BETHESDA LUTHERAN COMMUNITIES - CHARLEMAGNE,(559)331-2234,33.596925,-117.683992
60000077,BETHESDA LUTHERAN COMMUNITIES - HARTOG,(949) 472-9771,33.597763,-117.69079
60000078,BETHESDA LUTHERAN COMMUNITIES - MITHRA,(949) 466-2303,33.601473,-117.682084
60000079,BETHESDA LUTHERAN COMMUNITIES  - PARTHENON,(559)331-2234,33.610968,-117.688585
60000080,BETHESDA LUTHERAN COMMUNITIES - REGINA,(949) 433-8986,33.607517,-117.682354
60000082,HARRIET HOME,(714) 991-1400,33.811884,-117.961721
60000083,MALBORO HOME,(714) 991-1653,33.851486,-117.936995
60000089,BUENA VISTA CARE CENTER,(714) 535-7264,33.811553,-117.941394
60000105,KAISER FOUNDATION HOSPITAL ANAHEIM HOME HEALTH AGENCY,(714) 734-4500,33.759692,-117.826185
60000113,HARBOR VILLA CARE CENTER,(714) 635-8131,33.823398,-117.916036
60000116,ST. JOSEPH HEALTH SYSTEM HOME HEALTH AGENCY,(714) 712-9500,33.835608,-117.913628
60000117,LA HABRA CONVALESCENT HOSPITAL,(562) 691-0781,33.931931,-117.959713
60000126,SUN MAR NURSING CENTER,(714) 776-1720,33.825199,-117.942407
60000130,PARKVIEW HEALTHCARE CENTER,(714) 774-2222,33.839383,-117.896868
60000133,RIO SAN CLEMENTE LEO FESSENDEN ADHC CENTER,(949) 498-7671,33.442107,-117.622838
60000135,SANTA ANA/TUSTIN VIP ADULT DAY HEALTH CARE,(714) 558-1216,33.734822,-117.850285
60000143,SOUTH COAST POST ACUTE,(714) 546-6450,33.716153,-117.882605
60000145,ST. EDNA SUBACUTE AND REHABILITATION CENTER,(714) 554-9700,33.763737,-117.902828
60000147,PARK ANAHEIM HEALTHCARE CENTER,(714) 827-5880,33.817293,-118.009819
60000152,THE GARY CENTER,(562) 691-3263,33.929124,-117.953204
60000155,TERRACE VIEW CARE CENTER,(714) 870-0060,33.895879,-117.927455
60000156,"GREENFIELD CARE CENTER OF FULLERTON, LLC",(714) 879-4511,33.893578,-117.932531
60000159,TOWN AND COUNTRY MANOR,(714) 547-7581,33.774626,-117.860373
60000164,FRENCH PARK CARE CENTER,(714) 973-1656,33.755598,-117.862221
60000168,WINDSOR GARDENS CARE CENTER OF FULLERTON,,33.87243,-117.920561
60000193,NEWPORT BAY HOSPITAL,(949) 650-9750,33.62333,-117.908172
60000196,"ANAHEIM HEALTHCARE CENTER, LLC",(714) 816-0540,33.82622,-117.99348
60000209,BETHESDA LUTHERAN COMMUNITIES - DAPHNE,(949) 342-8505,33.601625,-117.677578
60000210,BETHESDA LUTHERAN COMMUNITIES - OSPREY,(949) 433-8986,33.624656,-117.704566
60000258,OPHTHALMOLOGY MEDICAL CENTER,(949) 582-2642,33.563981,-117.664343
60000259,"PACIFIC HILLS SURGERY CENTER, LLC",(949) 458-3551,33.610442,-117.711101
60000260,ORANGE COUNTY EYE SURGICAL CENTER,(714) 534-8373,33.774504,-117.912251
60000516,"INDEPENDENT OPTIONS, INC. NUTWOOD HOUSE",(714) 738-5917,33.877731,-117.890892
60000517,"INDEPENDENT OPTIONS, INC. STANLEY HOUSE",(714) 996-1755,33.894127,-117.869736
60000518,"INDEPENDENT OPTIONS, INC. DIAMOND HOUSE",(714) 996-1754,33.877263,-117.872874
60000561,BETHESDA LUTHERAN COMMUNITIES  - MOSQUERO,(949) 335-8977,33.606115,-117.663589
60000574,SOUTH COUNTY ADULT DAY SERVICES,(949) 855-9444,33.611439,-117.722858
60000655,ANAHEIM GLOBAL MEDICAL CENTER D/P APH,(714) 533-6220,33.820553,-117.909071
60000673,ST. JOSEPH HOSPITAL D/P APH,(714) 633-9111,33.782315,-117.864857
60000697,LAC/HARBOR-UCLA MEDICAL CENTER D/P APH,(310) 222-2345,33.831559,-118.294558
60000700,LAC+USC MEDICAL CENTER D/P APH,(323) 226-6853,34.060748,-118.20895
60000731,PLASTIC SURGERY ASSOCIATES OF ORANGE COUNTY,(714)997-4300,33.782365,-117.866453
60000735,LAC/MARTIN L. KING JR./DREW MED. CTR. D/P APH,(310) 668-8123,33.923582,-118.239167
60000765,NEW ORANGE HILLS,(714) 997-7090,33.787746,-117.799544
60000776,COLLEGE HOSPITAL COSTA MESA,,33.65258,-117.911935
60000784,UCP/SCF BUENA PARK,(714) 229-0251,33.840765,-118.011155
60000787,UNIVERSITY OF CALIFORNIA IRVINE MED. CTR. D/P APH,(714) 456-6011,33.786192,-117.888881
60000835,ANAHEIM V.I.P.ADULT DAY HEALTH CARE CENTER,(714) 220-2114,33.8487,-117.978987
60000865,DIGESTIVE DISEASE CENTER,(949) 586-9386,33.608667,-117.707786
60000877,ORANGE CO INSTITUTE OF GASTROENTEROLOGY &ENDOSCOPY,(949) 364-2611,33.563463,-117.665501
60000879,"OPTUM WOMEN'S AND CHILDREN'S HEALTH, LLC",(714)445-0312,33.699206,-117.912761
60000912,LAC/HARBOR-UCLA MEDICAL CENTER,,33.831559,-118.294558
60000917,LAC+USC MEDICAL CENTER,,34.060748,-118.20895
60000920,ANAHEIM GLOBAL MEDICAL CENTER,,33.820553,-117.909071
60000921,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,,33.786192,-117.888881
60000922,MISSION HOSPITAL LAGUNA BEACH,,33.499727,-117.74224
